"iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC","codingPotentialValue","codingPotential","domain_identified","idr_identified","signal_peptide_identified","sub_cell_location","IR","switchConsequencesGene"
"isoComp_00048990","geneComp_00008494","ENST00000617468.1","ENSG00000247934","normal","tumor","ENSG00000247934","lncRNA","lncRNA",4.20002004325045,4.59554241946978,3.80449766703112,0.345724784158865,0.262791146706821,-0.271877999878956,NA,3.81071376994575,4.39781389441552,3.22361364547597,0.335298762959103,0.225705357361631,-0.446915997246519,NA,0.903425,0.95738125,0.84946875,-0.1079125,0.00533333039444287,0.00533333039444287,NA,0.0722741,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00051834","geneComp_00010379","ENST00000564536.2","ENSG00000260643","normal","tumor","ENSG00000260643","protein_coding","protein_coding",10.0601521120326,12.6370174583515,7.48328676571368,1.30683547900443,0.604062647805909,-0.755126625647083,NA,4.46162655346873,6.15952724932753,2.76372585760992,0.617231257236072,0.221611452681623,-1.15333473929116,NA,0.4322625,0.49161875,0.37290625,-0.1187125,0.0169796015651455,0.0069460515104507,FALSE,0.990397,TRUE,"yes","no","no","Mitochondrion",0,TRUE
"isoComp_00051835","geneComp_00010379","ENST00000638948.1","ENSG00000260643","normal","tumor","ENSG00000260643","protein_coding","protein_coding",10.0601521120326,12.6370174583515,7.48328676571368,1.30683547900443,0.604062647805909,-0.755126625647083,NA,4.66620046489004,5.3216663062301,4.01073462354998,0.671767349241127,0.373668981912923,-0.407127370539394,NA,0.472021875,0.4136625,0.53038125,0.11671875,0.0069460515104507,0.0069460515104507,FALSE,0.0154111,FALSE,"yes","no","no","Mitochondrion",0,TRUE
"isoComp_00052284","geneComp_00010701","ENST00000564775.4","ENSG00000261840","normal","tumor","ENSG00000261840","lncRNA","lncRNA",4.92526387999138,6.86130788873756,2.98921987124519,0.616075018312815,0.363694119124391,-1.19599743928854,NA,2.22965482136729,3.77308244073359,0.686227202000997,0.383639623122973,0.138208295755394,-2.44193212865606,NA,0.37181875,0.54421875,0.19941875,-0.3448,3.91409775507254e-11,3.91409775507254e-11,NA,0.00424956,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00052287","geneComp_00010701","ENST00000686453.1","ENSG00000261840","normal","tumor","ENSG00000261840","lncRNA","lncRNA",4.92526387999138,6.86130788873756,2.98921987124519,0.616075018312815,0.363694119124391,-1.19599743928854,NA,1.39499217361913,1.60723015686207,1.18275419037619,0.194306325198289,0.173327983382896,-0.439228256440892,NA,0.30398125,0.2258375,0.382125,0.1562875,0.00351347270037996,3.91409775507254e-11,NA,0.0534452,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00052836","geneComp_00011093","ENST00000579332.1","ENSG00000266767","normal","tumor","ENSG00000266767","lncRNA","lncRNA",4.15874044615363,5.00866505120038,3.30881584110689,0.493611996985368,0.34634846302299,-0.596635085509079,NA,0.368530962509827,0.220740653290653,0.516321271729002,0.0365515679333094,0.0665184014527888,1.18967149458001,NA,0.10644375,0.0463625,0.166525,0.1201625,9.36823346046862e-06,2.69842347212672e-06,NA,0.0257138,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00052837","geneComp_00011093","ENST00000579509.1","ENSG00000266767","normal","tumor","ENSG00000266767","lncRNA","lncRNA",4.15874044615363,5.00866505120038,3.30881584110689,0.493611996985368,0.34634846302299,-0.596635085509079,NA,3.79020948364381,4.78792439790973,2.79249456937789,0.476163255425971,0.323827981099438,-0.775698847499542,NA,0.89355625,0.9536375,0.833475,-0.1201625,2.69842347212672e-06,2.69842347212672e-06,NA,0.107939,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00052915","geneComp_00011147","ENST00000591567.1","ENSG00000267009","normal","tumor","ENSG00000267009","lncRNA","lncRNA",1.5881498644784,1.90639654496519,1.26990318399161,0.177876981890036,0.132573642128793,-0.58236143333529,NA,0.973728321667427,1.35770403225173,0.589752611083128,0.123515304176347,0.0796967591974922,-1.18931662981969,NA,0.57623125,0.71815,0.4343125,-0.2838375,0.00416845787986629,0.00404307756496956,NA,0.0589199,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00052916","geneComp_00011147","ENST00000592030.1","ENSG00000267009","normal","tumor","ENSG00000267009","lncRNA","lncRNA",1.5881498644784,1.90639654496519,1.26990318399161,0.177876981890036,0.132573642128793,-0.58236143333529,NA,0.458966623871504,0.379890427423297,0.538042820319711,0.060272866342869,0.0637451218940594,0.491219885748249,NA,0.32724375,0.190775,0.4637125,0.2729375,0.00404307756496956,0.00404307756496956,NA,0.0162487,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00057236","geneComp_00014279","ENST00000650773.1","ENSG00000286264","normal","tumor","ENSG00000286264","protein_coding","nonsense_mediated_decay",31.6688822071202,28.3215182236123,35.0162461906282,1.59467782375348,1.93262285056685,0.306028466244211,NA,8.99809422913152,9.68736493448136,8.30882352378168,0.554587743434317,0.527137127188844,-0.221213264978017,NA,0.2930375,0.3456625,0.2404125,-0.10525,0.00359457954839435,0.00358603804346633,TRUE,0.163834,FALSE,"no","yes","no","Cytoplasm",0,TRUE
"isoComp_00057237","geneComp_00014279","ENST00000652762.2","ENSG00000286264","normal","tumor","ENSG00000286264","protein_coding","protein_coding",31.6688822071202,28.3215182236123,35.0162461906282,1.59467782375348,1.93262285056685,0.306028466244211,NA,22.6707879779887,18.6341532891309,26.7074226668465,1.25832498108979,1.62613006424381,0.519057563313263,NA,0.7069625,0.6543375,0.7595875,0.10525,0.00358603804346633,0.00358603804346633,TRUE,0.975836,TRUE,"no","yes","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00058781","geneComp_00015455","ENST00000660892.2","ENSG00000288061","normal","tumor","ENSG00000288061","lncRNA","lncRNA",3.23607186637106,3.22463347722827,3.24751025551385,0.240233560593183,0.30102992216074,0.0101674739646097,NA,0.667873640652812,0.918794881985421,0.416952399320203,0.0799352071703832,0.0603738307657784,-1.12128478886157,NA,0.2155125,0.29561875,0.13540625,-0.1602125,0.00978042281691559,0.00900908773809704,NA,0.0481414,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00058782","geneComp_00015455","ENST00000690490.2","ENSG00000288061","normal","tumor","ENSG00000288061","lncRNA","lncRNA",3.23607186637106,3.22463347722827,3.24751025551385,0.240233560593183,0.30102992216074,0.0101674739646097,NA,2.56819822571825,2.30583859524285,2.83055785619365,0.223221439133074,0.272901231487158,0.29463958123127,NA,0.7844875,0.70438125,0.86459375,0.1602125,0.00900908773809704,0.00900908773809704,NA,0.237518,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00061022","geneComp_00016956","ENST00000649209.1","ENSG00000291041","normal","tumor","ENSG00000291041","lncRNA","lncRNA",4.06316265244268,5.7102210836823,2.41610422120305,0.528950115964434,0.24081037282373,-1.23742938007193,NA,0.516182886062336,0.913733319389131,0.11863245273554,0.125268874847648,0.0414636217241234,-2.84422174083967,NA,0.09828125,0.15375625,0.04280625,-0.11095,0.0126829965113995,0.0126829965113995,NA,0.5,TRUE,NA,NA,NA,NA,0,TRUE
"isoComp_00061057","geneComp_00016960","ENST00000424756.2","ENSG00000291046","normal","tumor","ENSG00000291046","lncRNA","lncRNA",7.37167024186053,7.54953708715596,7.19380339656511,0.611811945754902,0.509076116670651,-0.0695390845416137,NA,1.24115660472391,1.85213128438928,0.630181925058544,0.292046751429629,0.202258611463707,-1.5404009402674,NA,0.1678625,0.25139375,0.08433125,-0.1670625,0.0178213649535026,0.000526684184754512,NA,0.143569,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00061089","geneComp_00016965","ENST00000652578.1","ENSG00000291055","normal","tumor","ENSG00000291055","lncRNA","lncRNA",5.34213106538997,5.20053105738372,5.48373107339623,0.263193493847034,0.259911621159815,0.0763558705041541,NA,1.68612876852946,2.05728968514628,1.31496785191264,0.157422960501627,0.123912165423544,-0.641783209320311,NA,0.316590625,0.3933875,0.23979375,-0.15359375,0.0313511308461306,0.0313511308461306,NA,0.364841,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00061378","geneComp_00016998","ENST00000442128.2","ENSG00000291126","normal","tumor","ENSG00000291126","lncRNA","lncRNA",4.22530715878781,5.38095077200151,3.06966354557411,0.452664991051798,0.420375749160544,-0.807766990975508,NA,1.07588204507754,1.11026217082614,1.04150191932895,0.0904352530829429,0.122250726902208,-0.0913849169439338,NA,0.281240625,0.20660625,0.355875,0.14926875,0.00190759865090901,0.00190759865090901,NA,0.606982,TRUE,NA,NA,NA,NA,1,TRUE
"isoComp_00061380","geneComp_00016998","ENST00000702794.1","ENSG00000291126","normal","tumor","ENSG00000291126","lncRNA","lncRNA",4.22530715878781,5.38095077200151,3.06966354557411,0.452664991051798,0.420375749160544,-0.807766990975508,NA,2.77014547555845,3.77275039544325,1.76754055567365,0.351367834253389,0.283868050253127,-1.08955310719375,NA,0.6236625,0.69275625,0.55456875,-0.1381875,0.00566411841142448,0.00190759865090901,NA,0.0473205,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00061474","geneComp_00017004","ENST00000429784.2","ENSG00000291138","normal","tumor","ENSG00000291138","lncRNA","lncRNA",3.70118861559233,3.46203298227923,3.94034424890542,0.268451134343022,0.285514714908103,0.18619772841829,NA,0.391458614069823,0.631839361200712,0.151077866938934,0.0609604602835453,0.0406771015959333,-1.99445399376296,NA,0.118965625,0.1954,0.04253125,-0.15286875,8.29057593592904e-05,8.29057593592904e-05,NA,0.163801,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00061476","geneComp_00017004","ENST00000606395.1","ENSG00000291138","normal","tumor","ENSG00000291138","lncRNA","lncRNA",3.70118861559233,3.46203298227923,3.94034424890542,0.268451134343022,0.285514714908103,0.18619772841829,NA,0.622816082104055,0.892139300721967,0.353492863486143,0.0691663853109518,0.0503848160428138,-1.31142317969055,NA,0.180965625,0.2661625,0.09576875,-0.17039375,0.000595716041348622,8.29057593592904e-05,NA,0.367551,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00061479","geneComp_00017004","ENST00000635606.3","ENSG00000291138","normal","tumor","ENSG00000291138","lncRNA","lncRNA",3.70118861559233,3.46203298227923,3.94034424890542,0.268451134343022,0.285514714908103,0.18619772841829,NA,0.471351048723792,0.177482976669656,0.765219120777927,0.0455936620648504,0.100808194631363,2.04784454946257,NA,0.125496875,0.05171875,0.199275,0.14755625,0.00256972018660941,8.29057593592904e-05,NA,0.00509477,FALSE,NA,NA,NA,NA,0,FALSE
"isoComp_00061617","geneComp_00017020","ENST00000685970.1","ENSG00000291174","normal","tumor","ENSG00000291174","lncRNA","lncRNA",4.47280918705864,5.5596595285064,3.38595884561089,0.432747426667121,0.321547016237767,-0.713770163276606,NA,2.31454422550805,3.23075777391914,1.39833067709696,0.263937874263852,0.142707126934083,-1.20234507275947,NA,0.497634375,0.5833125,0.41195625,-0.17135625,2.31547656000341e-06,2.31547656000341e-06,NA,0.0232776,FALSE,NA,NA,NA,NA,2,TRUE
"isoComp_00062420","geneComp_00017146","ENST00000337057.8","EPB41L2","normal","tumor","EPB41L2","protein_coding","protein_coding",37.6132525991308,47.0429636250391,28.1835415732224,2.71602632398826,1.38131369234483,-0.738920878229775,NA,11.1936350242381,17.6393849308311,4.74788511764501,1.47382799027885,0.340984788190139,-1.89122556497427,NA,0.26778125,0.3691,0.1664625,-0.2026375,1.04389819437013e-17,1.04389819437013e-17,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Cell_membrane",0,FALSE
"isoComp_00062447","geneComp_00017146","ENST00000628542.2","EPB41L2","normal","tumor","EPB41L2","protein_coding","protein_coding",37.6132525991308,47.0429636250391,28.1835415732224,2.71602632398826,1.38131369234483,-0.738920878229775,NA,12.4029726299746,11.8777649879334,12.9281802720158,0.784349092590779,0.812507989133794,0.122157219271696,NA,0.3557375,0.25359375,0.45788125,0.2042875,3.43865599541893e-10,1.04389819437013e-17,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Cell_membrane",0,FALSE
"isoComp_00062538","geneComp_00017160","ENST00000282041.11","EPG5","normal","tumor","EPG5","protein_coding","protein_coding",6.80207251250127,6.28750913781014,7.31663588719239,0.260618289408671,0.369970414424027,0.218369609309652,NA,0.987971600351585,1.43917431268035,0.536768888022815,0.168430476837754,0.109037426160622,-1.40622807979813,NA,0.152196875,0.22806875,0.076325,-0.15174375,0.0248857057764268,0.0248857057764268,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,FALSE
"isoComp_00062974","geneComp_00017211","ENST00000411731.6","ERBB3","normal","tumor","ERBB3","protein_coding","protein_coding",5.23942652879264,6.91321087087239,3.56564218671289,0.43935576850519,0.288112034339734,-0.953238917457294,NA,1.70920146187011,1.85730320016924,1.56109972357097,0.142606680970765,0.12330254331415,-0.249181444944475,NA,0.358171875,0.2695125,0.44683125,0.17731875,0.00175748522399574,0.00175748522399574,FALSE,0.997986,TRUE,"yes","no","yes","Extracellular",0,TRUE
"isoComp_00063068","geneComp_00017218","ENST00000013807.9","ERCC1","normal","tumor","ERCC1","protein_coding","protein_coding",43.8715528556746,37.863137325209,49.8799683861402,1.76350512736115,2.58760044514142,0.397574819378344,NA,20.5057520071687,15.0295221152595,25.9819818990778,0.972088943690376,1.65969314118527,0.78930791834928,NA,0.456059375,0.39409375,0.518025,0.12393125,0.000933490228711817,2.05869683738877e-09,FALSE,0.999999,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00063069","geneComp_00017218","ENST00000300853.8","ERCC1","normal","tumor","ERCC1","protein_coding","protein_coding",43.8715528556746,37.863137325209,49.8799683861402,1.76350512736115,2.58760044514142,0.397574819378344,NA,7.79539279810183,9.30112388333607,6.28966171286758,0.503541329830663,0.356069737451184,-0.563680957294464,NA,0.187546875,0.2475375,0.12755625,-0.11998125,2.05869683738877e-09,2.05869683738877e-09,FALSE,0.999994,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00063277","geneComp_00017234","ENST00000393784.8","ERGIC1","normal","tumor","ERGIC1","protein_coding","protein_coding",64.1460779581591,66.6885086961874,61.6036472201309,2.41234864349527,2.77646117022902,-0.114404566208273,NA,38.4522009489575,33.5316689514099,43.3727329465051,2.2101340673754,2.82700644143106,0.371166464486287,NA,0.606290625,0.51036875,0.7022125,0.19184375,0.00689972779161665,0.00689972779161665,FALSE,0.999974,TRUE,"yes","no","no","Endoplasmic_reticulum,Golgi_apparatus",0,TRUE
"isoComp_00063300","geneComp_00017234","ENST00000691612.1","ERGIC1","normal","tumor","ERGIC1","protein_coding","nonsense_mediated_decay",64.1460779581591,66.6885086961874,61.6036472201309,2.41234864349527,2.77646117022902,-0.114404566208273,NA,10.7480139377956,15.4886605748249,6.00736730076636,2.37816093969689,0.653025170554209,-1.36493921346915,NA,0.166146875,0.230775,0.10151875,-0.12925625,0.0409309519498327,0.00689972779161665,TRUE,0.957294,TRUE,"no","no","no",NA,0,TRUE
"isoComp_00064002","geneComp_00017326","ENST00000319397.7","ETS1","normal","tumor","ETS1","protein_coding","protein_coding",44.5074735272065,45.4944169145778,43.5205301398351,3.03287757295985,2.47838068583199,-0.0639789979982276,NA,18.1422634923799,21.8046259394678,14.4799010452919,1.4178023186095,0.910985020586987,-0.590247993246593,NA,0.408353125,0.482725,0.33398125,-0.14874375,0.0029471220388774,0.00171652923347297,FALSE,1,TRUE,"yes","no","no","Nucleus",0,FALSE
"isoComp_00064003","geneComp_00017326","ENST00000392668.8","ETS1","normal","tumor","ETS1","protein_coding","protein_coding",44.5074735272065,45.4944169145778,43.5205301398351,3.03287757295985,2.47838068583199,-0.0639789979982276,NA,16.9672059001347,13.7641502564045,20.1702615438648,1.57241538292927,1.52412634268489,0.550981552461025,NA,0.3786125,0.2985625,0.4586625,0.1601,0.00171652923347297,0.00171652923347297,FALSE,1,TRUE,"yes","no","no","Nucleus",0,FALSE
"isoComp_00064248","geneComp_00017362","ENST00000346134.11","EXOC1","normal","tumor","EXOC1","protein_coding","protein_coding",19.8218926444022,19.8351607111386,19.8086245776658,0.587864694550108,0.396186221682006,-0.00193040344479394,NA,5.66203227815245,4.43739173551964,6.88667282078527,0.314539010904173,0.416497266956929,0.632941040859054,NA,0.28545625,0.22463125,0.34628125,0.12165,0.0256543193185099,0.0133191729776718,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Lysosome_Vacuole",0,TRUE
"isoComp_00064249","geneComp_00017362","ENST00000349598.6","EXOC1","normal","tumor","EXOC1","protein_coding","protein_coding",19.8218926444022,19.8351607111386,19.8086245776658,0.587864694550108,0.396186221682006,-0.00193040344479394,NA,3.88758647923491,5.02409077691349,2.75108218155633,0.510668812873344,0.250966660759132,-0.866497402728373,NA,0.194153125,0.24934375,0.1389625,-0.11038125,0.0133191729776718,0.0133191729776718,FALSE,1,TRUE,"yes","no","no","Cytoplasm,Lysosome_Vacuole",0,TRUE
"isoComp_00064876","geneComp_00017456","ENST00000261755.9","FAH","normal","tumor","FAH","protein_coding","protein_coding",52.0642376291687,31.1403297472161,72.9881455111213,3.7669661182239,5.5258535595025,1.2286123781354,NA,21.2508895415384,17.7278603793952,24.7739187036816,3.04980787085367,2.6625834166147,0.482572321152659,NA,0.4343375,0.53660625,0.33206875,-0.2045375,0.00406663690614657,0.000181197462114068,FALSE,1,TRUE,"yes","no","no","Cytoplasm",0,FALSE
"isoComp_00064888","geneComp_00017456","ENST00000561421.6","FAH","normal","tumor","FAH","protein_coding","protein_coding",52.0642376291687,31.1403297472161,72.9881455111213,3.7669661182239,5.5258535595025,1.2286123781354,NA,15.9954415876866,4.74937109420041,27.2415120811729,0.567228123073177,2.71712685473718,2.51749342892849,NA,0.269065625,0.1654625,0.37266875,0.20720625,0.000181197462114068,0.000181197462114068,FALSE,1,TRUE,"yes","no","no","Cytoplasm",0,FALSE
"isoComp_00064911","geneComp_00017461","ENST00000360570.8","FAIM","normal","tumor","FAIM","protein_coding","protein_coding",37.0964287615458,45.4240645488262,28.7687929742654,4.23517046087715,1.17292751876609,-0.658768290665721,NA,6.81526667080706,6.11906037549652,7.5114729661176,0.267914945607943,0.298697050358839,0.295349303049659,NA,0.206265625,0.1447125,0.26781875,0.12310625,0.000481078191574895,0.000481078191574895,FALSE,0.99924,TRUE,"yes","no","no","Cytoplasm,Lysosome_Vacuole",0,TRUE
"isoComp_00064912","geneComp_00017461","ENST00000393034.6","FAIM","normal","tumor","FAIM","protein_coding","protein_coding",37.0964287615458,45.4240645488262,28.7687929742654,4.23517046087715,1.17292751876609,-0.658768290665721,NA,18.9116857404063,27.0259891272626,10.79738235355,3.87577734288118,0.981322702602949,-1.32286400771259,NA,0.467765625,0.57075,0.36478125,-0.20596875,0.00726682880294895,0.000481078191574895,FALSE,0.996073,TRUE,"yes","no","no","Cytoplasm,Lysosome_Vacuole",0,TRUE
"isoComp_00065112","geneComp_00017487","ENST00000476287.4","FAM120B","normal","tumor","FAM120B","protein_coding","protein_coding",13.1290384818199,14.5432221207128,11.7148548429269,0.522145787357103,0.440851367795257,-0.311768543009845,NA,7.81166756209058,9.43279826399863,6.19053686018253,0.37591254113998,0.253067792130951,-0.606821315364421,NA,0.591125,0.6512125,0.5310375,-0.120175,0.0121354486102284,0.0121354486102284,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Nucleus",0,FALSE
